date,total_vaccinations,people_fully_vaccinated,people_vaccinated,location,source_url,vaccine
2021-02-23,68779,21767.0,47012.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-24,71562,22501.0,49061.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-25,73644,23395.0,50249.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-26,76159,25118.0,51041.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-27,77967,26781.0,51186.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-02-28,79624,28048.0,51576.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-01,81883,29021.0,52862.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-02,84129,29748.0,54381.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-03,86854,30329.0,56525.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-04,89946,31034.0,58912.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-05,92806,31710.0,61096.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-06,95899,32420.0,63479.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-07,97864,32862.0,65002.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-08,101776,34181.0,67595.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-09,105416,35093.0,70323.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-10,108971,36246.0,72725.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-11,113258,37182.0,76076.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-12,117121,38333.0,78788.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-13,120073,39099.0,80974.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-14,122366,39695.0,82671.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-15,126277,40681.0,85596.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-16,130861,40859.0,90002.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-17,133871,41621.0,92250.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-18,138264,42557.0,95707.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-19,140331,43267.0,97064.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-20,143169,43919.0,99250.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-21,145934,44483.0,101451.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-22,150897,45286.0,105611.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-23,155678,46140.0,109538.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-24,160260,47081.0,113179.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-25,166104,48933.0,117171.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-26,171873,50050.0,121823.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-27,176612,50557.0,126055.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-28,180587,51237.0,129350.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-29,186111,52340.0,133771.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-30,191716,53540.0,138176.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-03-31,197383,54578.0,142805.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-01,203553,55597.0,147956.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-02,209065,57123.0,151942.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-03,212466,58004.0,154462.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-04,215700,59032.0,156668.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-05,219161,60096.0,159065.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-06,223020,61111.0,161909.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-07,227606,63114.0,164492.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-08,232335,65205.0,167130.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-09,237806,67491.0,170315.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-10,240984,69306.0,171678.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-11,244718,71481.0,173237.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-12,249400,74053.0,175347.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-13,254885,76593.0,178292.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-14,259272,78139.0,181133.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-15,264658,80671.0,183987.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-16,269763,82486.0,187277.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-17,274641,84152.0,190489.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-18,276516,84933.0,191583.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-19,282841,87770.0,195071.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-20,288797,90173.0,198624.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-21,295587,93727.0,201860.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-22,301594,96631.0,204963.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-23,307636,98677.0,208959.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-24,311559,99574.0,211985.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-25,313279,100686.0,212593.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-26,318706,102535.0,216171.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-27,323324,103882.0,219442.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-28,326934,104464.0,222470.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-29,331438,105628.0,225810.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-04-30,335848,107038.0,228810.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-01,339727,108216.0,231511.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-02,341909,108716.0,233193.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-03,346951,109933.0,237018.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-04,352421,111318.0,241103.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-05,359429,112731.0,246698.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-06,365902,115333.0,251787.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-07,372620,118209.0,255633.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-08,375986,119427.0,257781.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-09,379951,121185.0,258766.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-10,386760,123843.0,265361.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-11,392929,127255.0,268118.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-12,400118,130537.0,272025.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-13,406921,133332.0,276041.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-14,414632,136975.0,280134.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-15,420815,141143.0,283229.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-16,424325,143487.0,284395.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-17,430508,147667.0,286709.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-18,437654,152581.0,289855.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-19,445830,158489.0,293178.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-20,453711,164113.0,296548.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-21,461215,169177.0,299549.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-22,468829,175246.0,301274.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-23,474475,180243.0,302933.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-24,482577,183556.0,308002.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-25,490524,189055.0,310403.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-26,498726,195856.0,311903.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-27,505100,200199.0,314030.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-28,509312,202795.0,315748.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-29,512214,205221.0,316224.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-30,515662,208118.0,316747.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-05-31,519994,210486.0,318743.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-01,528592,218321.0,319574.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-02,534639,221595.0,322359.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-03,541178,226341.0,324295.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-04,546637,230594.0,325511.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-05,551494,233826.0,327155.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-06,553814,235133.0,328168.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-07,558320,238807.0,329000.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-08,564718,243252.0,330970.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-09,570513,246964.0,333197.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-10,576256,251553.0,334367.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-11,582206,256079.0,335791.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-12,587160,258929.0,339176.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-13,589507,260424.0,340028.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-14,596074,265090.0,341941.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-15,604033,270754.0,344272.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-16,609867,274321.0,346576.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-17,616102,278588.0,348633.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-18,621674,282709.0,350092.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-19,625844,285817.0,351962.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-20,628735,288195.0,352478.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-21,631446,290280.0,353164.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-22,636059,294650.0,353584.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-23,640729,299151.0,353895.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-24,646651,303939.0,355100.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-25,650411,307591.0,355277.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-26,653005,309871.0,356128.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-27,654649,311453.0,356209.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-28,659488,315768.0,357171.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-29,664859,320604.0,358168.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-06-30,670759,325891.0,359169.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-01,675014,328960.0,360364.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-02,679538,332650.0,361287.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-03,682731,335153.0,362262.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-04,685024,336800.0,362986.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-05,689924,340423.0,364277.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-06,692581,341765.0,365611.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2021-07-07,696858,344666.0,367086.0,Malta,https://github.com/COVID19-Malta/COVID19-Cases,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
